Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
88,160,40.0,3951,6,5,2009,2009,76.0,0,0,612,612,612,612,0,1224,0,0,2,1,2,1,4,0,2009.0,2,528,0,234,0,0,0,0,0,6,2009,164500
92,20,85.0,8500,5,3,1961,1961,203.0,600,0,635,1235,1235,0,0,1235,0,0,1,0,2,1,6,0,1961.0,2,480,0,0,0,0,0,0,0,12,2006,98600
96,60,,9765,6,8,1993,1993,68.0,310,0,370,680,680,790,0,1470,0,0,2,1,3,1,6,1,1993.0,2,420,232,63,0,0,0,0,480,4,2009,185000
99,30,85.0,10625,5,5,1920,1950,0.0,108,0,350,458,835,0,0,835,0,0,1,0,2,1,5,0,1920.0,1,366,0,0,77,0,0,0,400,5,2010,83000
104,20,94.0,10402,7,5,2009,2009,0.0,0,0,1226,1226,1226,0,0,1226,0,0,2,0,3,1,6,0,2009.0,3,740,0,36,0,0,0,0,0,5,2010,198900
113,60,77.0,9965,7,5,2007,2007,220.0,984,0,280,1264,1282,1414,0,2696,1,0,2,1,4,1,10,1,2007.0,3,792,120,184,0,0,168,0,0,10,2007,383970
122,50,50.0,6060,4,5,1939,1950,0.0,0,0,732,732,772,351,0,1123,0,0,1,0,3,1,4,0,1979.0,1,264,0,0,140,0,0,0,0,6,2007,100000
123,20,75.0,9464,6,7,1958,1958,135.0,570,0,510,1080,1080,0,0,1080,0,0,1,0,3,1,5,0,1958.0,1,288,0,0,0,0,130,0,0,6,2008,136000
131,60,88.0,14200,7,6,1966,1966,309.0,445,0,479,924,1216,941,0,2157,0,0,2,1,4,1,8,2,1966.0,2,487,105,66,0,0,0,0,0,5,2006,226000
135,20,78.0,10335,5,6,1968,1993,0.0,570,0,891,1461,1721,0,0,1721,0,0,2,1,3,1,7,1,1968.0,2,440,0,96,180,0,0,0,0,7,2006,180000
144,20,78.0,10335,7,5,1999,1999,183.0,679,0,811,1490,1501,0,0,1501,1,0,2,0,3,1,6,0,1999.0,2,577,144,29,0,0,0,0,0,6,2009,204000
147,30,51.0,6120,5,7,1931,1993,0.0,209,0,506,715,875,0,0,875,1,0,1,0,2,1,5,0,1931.0,1,180,48,0,0,0,0,0,0,11,2009,105000
151,20,120.0,10356,5,6,1975,1975,0.0,716,0,253,969,969,0,0,969,0,0,1,1,3,1,5,0,1975.0,2,440,0,0,0,0,0,0,0,1,2007,122000
152,20,107.0,13891,8,5,2007,2008,436.0,1400,0,310,1710,1710,0,0,1710,1,0,2,0,2,1,6,1,2007.0,3,866,0,102,0,0,0,0,0,1,2008,372402
153,60,,14803,6,5,1971,1971,252.0,416,0,409,825,1097,896,0,1993,0,0,2,1,4,1,8,1,1971.0,2,495,0,66,0,0,0,0,0,6,2006,190000
161,20,,11120,6,6,1984,1984,0.0,660,0,572,1232,1232,0,0,1232,0,0,2,0,3,1,6,0,1984.0,2,516,0,0,0,0,0,0,0,6,2008,162500
162,60,110.0,13688,9,5,2003,2004,664.0,1016,0,556,1572,1572,1096,0,2668,1,0,2,1,3,1,10,2,2003.0,3,726,400,0,0,0,0,0,0,3,2008,412500
167,20,,10708,5,5,1955,1993,0.0,379,768,470,1617,1867,0,0,1867,1,0,1,0,2,1,7,3,1955.0,1,303,476,0,0,0,142,0,0,11,2009,190000
187,80,,9947,7,5,1990,1991,0.0,611,0,577,1188,1217,0,0,1217,1,0,2,0,3,1,6,0,1990.0,2,497,168,27,0,0,0,0,0,6,2009,173000
188,50,60.0,10410,5,7,1916,1987,0.0,0,0,660,660,808,704,144,1656,0,0,2,1,3,1,8,0,1916.0,1,180,0,0,0,140,0,0,0,8,2009,135000
190,120,41.0,4923,8,5,2001,2002,0.0,1153,0,440,1593,1593,0,0,1593,1,0,1,1,0,1,5,1,2001.0,2,682,0,120,0,0,224,0,0,8,2008,286000
198,75,174.0,25419,8,4,1918,1990,0.0,1036,184,140,1360,1360,1360,392,3112,1,1,2,0,4,1,8,1,1918.0,2,795,0,16,552,0,0,512,0,3,2006,235000
201,20,80.0,8546,4,5,2003,2004,0.0,0,0,1121,1121,1121,0,0,1121,0,0,2,0,2,1,5,0,2003.0,2,440,132,64,0,0,0,0,0,3,2010,140000
202,20,75.0,10125,6,6,1977,1977,0.0,641,279,276,1196,1279,0,0,1279,0,1,2,0,3,1,6,2,1980.0,2,473,238,83,0,0,0,0,0,2,2008,171500
203,50,50.0,7000,6,6,1924,1950,0.0,617,0,0,617,865,445,0,1310,0,0,2,0,2,1,6,0,1924.0,1,398,0,0,126,0,0,0,0,5,2006,112000
206,20,99.0,11851,7,5,1990,1990,0.0,0,0,1424,1424,1442,0,0,1442,0,0,2,0,3,1,5,0,1990.0,2,500,0,34,0,508,0,0,0,5,2009,180500
207,20,40.0,13673,5,5,1962,1962,0.0,0,0,1140,1140,1696,0,0,1696,0,0,1,1,3,1,8,1,1962.0,1,349,0,30,0,0,0,0,0,3,2007,143900
208,20,,12493,4,5,1960,1960,0.0,419,306,375,1100,1100,0,0,1100,1,0,1,0,3,1,6,1,1960.0,1,312,355,0,0,0,0,0,0,4,2008,141000
217,20,65.0,8450,7,5,2004,2004,266.0,946,0,490,1436,1436,0,0,1436,1,0,2,0,3,1,8,0,2004.0,2,484,139,98,0,0,0,0,0,4,2008,210000
220,120,43.0,3010,7,5,2005,2006,16.0,16,0,1232,1248,1248,0,0,1248,0,0,2,0,2,1,5,0,2005.0,2,438,108,0,0,0,0,0,0,3,2006,167240
226,160,21.0,1680,5,5,1971,1971,142.0,0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,1991.0,1,280,0,0,0,0,0,0,0,5,2009,112000
230,120,43.0,3182,7,5,2005,2006,16.0,16,0,1357,1373,1555,0,0,1555,0,0,2,0,2,1,7,1,2005.0,2,430,143,20,0,0,0,0,0,5,2009,192500
231,20,73.0,8760,6,6,1959,1959,220.0,0,0,1194,1194,1194,0,0,1194,1,0,1,0,3,1,6,0,1959.0,1,312,0,0,120,0,0,0,0,4,2010,148000
242,30,40.0,3880,5,9,1945,1997,0.0,329,0,357,686,866,0,0,866,0,0,1,0,2,1,4,0,,0,0,58,42,0,0,0,0,0,8,2007,110500
247,190,69.0,9142,6,8,1910,1950,0.0,0,0,1020,1020,908,1020,0,1928,0,0,2,0,4,2,9,0,1910.0,1,440,0,60,112,0,0,0,0,4,2006,137000
253,60,65.0,8366,6,5,2004,2004,0.0,0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,2004.0,2,520,138,45,0,0,0,0,0,12,2008,173000
254,80,85.0,9350,6,7,1964,1991,108.0,270,580,452,1302,1302,0,0,1302,0,1,2,0,3,1,7,0,1964.0,1,309,333,0,0,0,0,0,0,10,2007,158000
263,80,88.0,8471,6,7,1977,1995,46.0,506,0,0,506,1212,0,0,1212,1,0,1,0,3,1,6,1,1978.0,2,492,292,12,0,0,0,0,0,7,2006,151000
270,20,,7917,6,7,1976,1976,174.0,751,0,392,1143,1113,0,0,1113,1,0,1,1,3,1,6,1,1987.0,1,504,370,30,0,0,0,0,0,5,2007,148000
277,20,129.0,9196,7,5,2003,2003,0.0,0,0,1560,1560,1560,0,0,1560,0,0,2,0,3,1,7,0,2003.0,2,573,100,150,0,0,0,0,0,4,2010,201000
280,60,83.0,10005,7,5,1977,1977,299.0,392,0,768,1160,1156,866,0,2022,0,0,2,1,4,1,8,1,1977.0,2,505,288,117,0,0,0,0,0,3,2008,192000
284,20,74.0,9612,8,5,2008,2009,72.0,0,0,1468,1468,1468,0,0,1468,0,0,2,0,3,1,6,1,2008.0,3,898,210,150,0,0,0,0,0,12,2009,244600
289,20,,9819,5,5,1967,1967,31.0,450,0,432,882,900,0,0,900,0,0,1,0,3,1,5,0,1970.0,1,280,0,0,0,0,0,0,0,2,2010,122000
294,60,,16659,7,7,1977,1994,34.0,795,0,0,795,1468,795,0,2263,1,0,2,1,3,1,9,1,1977.0,2,539,0,250,0,0,0,0,0,3,2006,235000
296,80,37.0,7937,6,6,1984,1984,0.0,819,0,184,1003,1003,0,0,1003,1,0,1,0,3,1,6,0,1984.0,2,588,120,0,0,0,0,0,0,3,2006,142500
316,60,71.0,7795,7,5,2004,2005,0.0,425,0,291,716,716,716,0,1432,1,0,2,1,3,1,6,1,2004.0,2,432,100,51,0,0,0,0,0,7,2009,188500
318,60,75.0,9000,8,5,2006,2006,0.0,0,0,1088,1088,1088,871,0,1959,0,0,2,1,3,1,8,1,2006.0,3,1025,208,46,0,0,0,0,0,12,2007,270000
331,90,,10624,5,4,1964,1964,84.0,40,264,1424,1728,1728,0,0,1728,0,1,2,0,6,2,10,0,2002.0,1,352,155,0,0,0,0,0,0,11,2007,119000
338,20,70.0,9135,7,5,2002,2003,113.0,810,0,726,1536,1536,0,0,1536,1,0,2,0,3,1,7,0,2002.0,2,532,192,74,0,0,0,0,0,12,2008,214000
344,120,63.0,8849,9,5,2005,2005,616.0,28,0,1656,1684,1684,0,0,1684,0,0,2,0,2,1,6,1,2005.0,2,564,495,72,0,0,0,0,0,7,2008,266000
346,50,65.0,6435,6,5,1939,1950,0.0,0,0,972,972,972,605,0,1577,0,0,1,0,3,1,6,1,1939.0,1,312,0,0,0,0,0,0,0,10,2006,140200
379,20,88.0,11394,9,2,2010,2010,350.0,1445,0,411,1856,1856,0,0,1856,1,0,1,1,1,1,8,1,2010.0,3,834,113,0,0,0,0,0,0,6,2010,394432
380,60,60.0,8123,6,5,2000,2000,16.0,0,0,982,982,1007,793,0,1800,0,0,2,1,3,1,7,1,2000.0,2,463,100,63,0,0,0,0,0,6,2009,179000
385,60,,53107,6,5,1992,1992,0.0,985,0,595,1580,1079,874,0,1953,1,0,2,1,3,1,9,2,1992.0,2,501,216,231,0,0,0,0,0,6,2007,240000
386,120,43.0,3182,8,5,2004,2005,16.0,24,0,1232,1256,1269,0,0,1269,0,0,2,0,2,1,6,1,2004.0,2,430,146,20,0,0,144,0,0,4,2010,192000
388,80,72.0,7200,6,6,1976,1976,255.0,631,0,410,1041,1125,0,0,1125,1,0,1,0,3,1,6,1,1977.0,1,352,296,0,0,0,0,0,0,10,2009,125000
392,60,71.0,12209,6,5,2001,2002,0.0,690,0,114,804,804,1157,0,1961,1,0,2,1,3,1,7,1,2001.0,2,560,125,192,0,0,0,0,0,6,2009,215000
393,20,,8339,5,7,1959,1959,0.0,0,0,0,0,882,0,0,882,0,0,1,0,3,1,5,0,1959.0,1,294,0,0,0,0,0,0,1200,7,2007,106500
398,60,69.0,7590,5,5,1962,1962,288.0,540,0,324,864,876,936,0,1812,0,0,2,0,4,1,8,1,1962.0,1,264,0,168,0,0,0,0,0,7,2007,169500
401,120,38.0,14963,8,5,1996,1996,0.0,786,0,474,1260,1288,0,0,1288,1,0,1,1,1,1,4,2,1996.0,2,500,120,30,0,0,224,0,0,12,2008,245500
402,20,65.0,8767,7,5,2005,2005,0.0,24,0,1286,1310,1310,0,0,1310,0,0,2,0,3,1,6,1,2005.0,2,400,0,0,0,0,0,0,0,7,2006,164990
403,30,60.0,10200,5,8,1940,1997,0.0,0,0,672,672,672,0,0,672,0,0,1,0,2,1,4,0,1940.0,1,240,168,0,0,0,0,0,0,8,2008,108000
404,60,93.0,12090,8,5,1998,1998,650.0,0,0,1141,1141,1165,1098,0,2263,0,0,2,1,4,1,10,1,1998.0,2,420,144,123,0,0,0,0,0,7,2006,258000
407,50,51.0,10480,6,5,1936,1950,0.0,0,0,1064,1064,1166,0,473,1639,0,0,1,0,3,1,6,0,1936.0,1,240,0,0,0,0,0,0,0,3,2008,115000
419,50,60.0,8160,5,6,1940,1950,0.0,312,0,444,756,756,378,0,1134,1,0,1,1,3,1,7,0,1940.0,1,240,0,0,0,0,0,0,0,4,2007,126000
438,45,50.0,6000,6,7,1926,2004,0.0,0,0,884,884,904,0,0,904,0,0,1,0,2,1,4,0,1926.0,1,180,0,0,105,0,0,0,0,1,2009,119000
442,90,92.0,12108,4,4,1955,1955,270.0,133,0,1307,1440,1440,0,0,1440,0,0,2,0,4,2,8,0,,0,0,0,0,0,0,0,0,0,9,2008,118000
453,60,,9303,6,5,1996,1997,42.0,742,0,130,872,888,868,0,1756,1,0,2,1,3,1,7,0,1996.0,2,422,144,122,0,0,0,0,0,7,2007,204000
456,20,80.0,9600,7,6,1973,1973,320.0,916,0,326,1242,1242,0,0,1242,0,0,1,1,3,1,6,1,1973.0,2,528,0,0,0,0,0,0,0,9,2007,175500
460,50,,7015,5,4,1950,1950,161.0,185,0,524,709,979,224,0,1203,1,0,1,0,3,1,5,1,1950.0,1,352,0,0,248,0,0,0,0,7,2009,110000
464,70,74.0,11988,6,7,1934,1995,0.0,326,0,389,715,849,811,0,1660,0,0,1,1,3,1,6,1,1939.0,1,240,0,0,0,0,0,0,0,8,2008,188700
467,20,85.0,10628,7,5,1970,1970,0.0,778,0,499,1277,1277,0,0,1277,1,0,1,0,2,1,5,1,1970.0,2,526,0,0,0,0,176,0,0,4,2007,167000
470,60,76.0,9291,6,5,1993,1993,120.0,426,0,406,832,832,878,0,1710,0,0,2,1,3,1,7,0,1993.0,2,506,144,70,0,0,0,0,0,6,2008,187000
473,180,35.0,3675,6,5,2005,2005,80.0,459,0,88,547,1072,0,0,1072,1,0,1,0,2,1,5,0,2005.0,2,525,0,28,0,0,0,0,0,6,2008,148000
475,120,41.0,5330,8,5,2000,2000,0.0,1196,0,298,1494,1652,0,0,1652,1,0,2,0,2,1,6,0,2000.0,2,499,96,48,0,0,0,0,0,8,2007,251000
485,20,,7758,5,7,1962,2001,0.0,588,0,411,999,999,0,0,999,1,0,1,0,3,1,6,0,1963.0,1,264,0,132,0,0,0,0,0,3,2007,132500
489,190,60.0,10800,5,4,1900,1970,0.0,664,0,290,954,1766,648,0,2414,0,0,2,0,3,2,10,1,1970.0,2,520,142,0,0,0,0,0,0,5,2006,160000
493,60,105.0,15578,6,5,2006,2006,0.0,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,0,2006.0,2,429,0,0,0,0,0,0,0,5,2006,172785
503,20,70.0,9170,5,7,1965,1965,0.0,698,96,420,1214,1214,0,0,1214,1,0,1,0,2,1,6,0,1965.0,2,461,0,0,184,0,0,0,400,4,2007,140000
509,70,60.0,9600,7,9,1928,2005,0.0,141,0,548,689,689,689,0,1378,0,0,2,0,3,1,7,1,1928.0,2,360,0,0,116,0,0,0,0,10,2008,161000
510,20,80.0,9600,5,6,1959,1959,132.0,991,0,50,1041,1041,0,0,1041,1,0,1,0,3,1,6,0,1959.0,1,270,224,88,0,0,0,0,0,7,2009,124500
511,20,75.0,14559,5,7,1951,2000,70.0,650,180,178,1008,1363,0,0,1363,1,0,1,0,2,1,6,2,1951.0,1,288,324,42,0,0,168,0,2000,6,2009,164900
521,190,60.0,10800,4,7,1900,2000,0.0,0,0,0,0,694,600,0,1294,0,0,2,0,3,2,7,0,,0,0,220,114,210,0,0,0,0,8,2008,106250
525,60,95.0,11787,7,5,1996,1997,594.0,719,0,660,1379,1383,1015,0,2398,1,0,2,1,3,1,8,1,1996.0,3,834,239,60,0,0,0,0,0,8,2007,315750
541,20,85.0,14601,9,5,2006,2006,584.0,1260,0,578,1838,1838,0,0,1838,1,0,2,0,2,1,8,1,2006.0,3,765,270,68,0,0,0,0,0,3,2009,315000
547,50,70.0,8737,6,7,1923,1950,0.0,300,0,765,1065,915,720,0,1635,0,0,1,1,3,1,6,1,1950.0,2,440,0,38,0,144,0,0,0,5,2007,210000
551,120,53.0,4043,6,6,1977,1977,0.0,559,0,510,1069,1069,0,0,1069,0,0,2,0,2,1,4,0,1977.0,2,440,0,55,0,0,200,0,0,10,2008,140000
557,20,69.0,14850,5,5,1957,1957,0.0,895,0,197,1092,1092,0,0,1092,1,0,1,0,2,1,6,1,1957.0,1,299,268,0,0,0,122,0,0,5,2006,141000
563,30,63.0,13907,5,6,1940,1969,0.0,290,0,706,996,996,0,0,996,1,0,1,0,3,1,6,1,,0,0,144,0,0,0,0,0,0,7,2008,108000
564,50,66.0,21780,6,7,1918,1950,0.0,0,0,1163,1163,1163,511,0,1674,0,0,2,0,4,1,8,1,1955.0,2,396,72,36,0,0,144,0,0,7,2008,185000
565,60,,13346,7,5,1992,2000,0.0,728,0,367,1095,1166,1129,0,2295,1,0,2,1,4,1,9,1,1992.0,2,590,0,40,0,0,0,0,0,7,2006,268000
566,70,66.0,6858,6,4,1915,1950,0.0,0,0,806,806,841,806,0,1647,1,0,1,1,4,1,6,0,1920.0,1,216,0,66,136,0,0,0,0,5,2010,128000
578,80,96.0,11777,5,6,1966,1966,97.0,328,551,285,1164,1320,0,0,1320,1,0,1,0,3,1,6,2,1966.0,2,564,160,68,240,0,0,0,0,5,2006,164500
587,30,55.0,10267,6,7,1918,2000,0.0,210,606,0,816,838,0,0,838,1,0,1,0,2,1,5,0,1961.0,1,275,0,0,112,0,0,0,0,5,2008,130000
593,20,60.0,6600,5,8,1982,2003,0.0,816,0,0,816,816,0,0,816,1,0,1,0,2,1,4,0,1985.0,2,816,0,0,0,0,0,0,0,6,2008,138000
601,60,74.0,10927,8,5,2005,2005,280.0,546,0,512,1058,1058,846,0,1904,1,0,2,1,3,1,8,1,2003.0,2,736,179,60,0,0,0,0,0,6,2006,275000
609,70,78.0,12168,8,6,1934,1998,0.0,428,0,537,965,1940,1254,0,3194,0,0,2,1,4,1,10,2,1934.0,2,380,0,0,0,0,0,0,0,9,2007,359100
613,60,,11885,8,5,2001,2001,108.0,990,0,309,1299,1299,573,0,1872,1,0,2,1,3,1,7,1,2001.0,2,531,160,122,0,0,0,0,0,11,2009,261500
624,160,,2117,6,5,2000,2000,513.0,420,0,336,756,756,756,0,1512,0,0,2,1,2,1,4,1,2000.0,2,440,0,32,0,0,0,0,0,6,2007,168500
628,80,80.0,9600,6,6,1955,1972,164.0,674,132,350,1156,1520,0,0,1520,1,0,1,0,3,1,7,2,1955.0,1,364,0,0,189,0,0,0,0,3,2010,153000
633,20,85.0,11900,7,5,1977,1977,209.0,822,0,564,1386,1411,0,0,1411,0,0,2,0,3,1,6,1,1977.0,2,544,192,0,0,0,0,0,0,4,2009,82500
640,120,53.0,3982,8,5,2006,2006,0.0,1154,0,366,1520,1567,0,0,1567,1,0,2,0,1,1,7,1,2006.0,3,648,312,0,0,0,0,0,0,10,2006,264561
641,120,62.0,12677,8,5,2003,2004,472.0,1218,0,300,1518,1518,0,0,1518,0,0,1,1,1,1,6,1,2003.0,2,588,185,140,0,0,0,0,0,4,2008,274000
642,60,,7050,7,5,2001,2001,0.0,738,0,319,1057,1057,872,0,1929,1,0,2,1,3,1,7,1,2001.0,2,650,0,235,0,0,0,0,0,5,2007,226000
643,80,75.0,13860,8,7,1972,1995,0.0,1410,0,542,1952,2000,704,0,2704,1,0,2,1,4,1,9,3,1972.0,2,538,269,111,0,0,0,0,0,7,2009,345000
646,20,,10530,6,5,1971,1971,0.0,282,35,664,981,981,0,0,981,1,0,1,1,3,1,5,0,1979.0,2,576,0,312,40,0,0,0,0,3,2007,143250
647,20,60.0,7200,5,5,1950,1950,0.0,0,0,0,0,1048,0,0,1048,0,0,1,0,3,1,7,0,1950.0,2,420,0,27,0,0,0,0,0,7,2008,98300
648,20,85.0,10452,6,5,1953,1953,216.0,500,0,594,1094,1094,0,0,1094,0,0,1,0,3,1,5,2,1953.0,2,495,0,0,0,0,287,0,0,6,2008,155000
649,60,70.0,7700,6,5,1966,1966,351.0,0,0,756,756,1051,788,0,1839,0,0,1,1,4,1,7,1,1966.0,2,442,0,124,216,0,0,0,0,6,2010,155000
659,50,78.0,17503,6,5,1948,1950,0.0,0,0,912,912,912,546,0,1458,0,1,1,0,3,1,6,1,1948.0,1,330,192,0,0,0,0,0,0,1,2010,97500
660,20,75.0,9937,5,7,1964,1999,0.0,637,0,849,1486,1486,0,0,1486,1,0,1,0,3,1,7,0,1968.0,2,480,0,0,0,0,0,0,0,3,2009,167000
664,85,90.0,10012,4,5,1972,1972,0.0,920,180,38,1138,1181,0,0,1181,1,0,2,0,3,1,6,0,1974.0,2,588,0,0,180,0,0,0,0,4,2008,137500
682,50,55.0,4500,5,5,1932,2000,0.0,182,0,611,793,848,672,0,1520,0,0,1,0,3,1,6,0,1968.0,1,281,0,0,56,0,0,0,0,7,2009,159434
684,20,90.0,11248,9,5,2002,2002,215.0,1059,0,567,1626,1668,0,0,1668,1,0,2,0,3,1,7,1,2002.0,3,702,257,45,0,0,0,0,0,7,2007,285000
687,60,84.0,10207,7,6,2007,2007,0.0,0,0,874,874,874,887,0,1761,0,0,3,0,3,1,7,0,2007.0,2,578,144,105,0,0,0,0,0,8,2007,227875
688,160,,5105,7,5,2004,2004,0.0,239,0,312,551,551,551,0,1102,0,0,2,1,2,1,4,0,2004.0,2,480,0,60,0,0,0,0,0,3,2007,148800
699,20,65.0,8450,5,8,1965,2009,0.0,553,117,224,894,894,0,0,894,1,0,1,0,3,1,5,1,1973.0,1,336,416,144,0,0,0,0,0,4,2010,138500
700,120,59.0,4282,7,5,2004,2004,0.0,16,0,1375,1391,1391,0,0,1391,0,0,2,0,2,1,5,0,2004.0,2,530,156,158,0,0,0,0,0,7,2008,196000
703,60,82.0,12438,8,5,2006,2006,466.0,0,0,1234,1234,1264,1312,0,2576,0,0,2,1,4,1,10,1,2006.0,3,666,324,100,0,0,0,0,0,7,2006,361919
710,20,,7162,5,7,1966,1966,41.0,0,0,876,876,904,0,0,904,0,0,1,0,3,1,6,0,1966.0,1,408,0,0,0,0,0,0,0,12,2008,109900
720,20,69.0,9920,5,6,1969,1969,0.0,523,0,448,971,971,0,0,971,0,0,1,1,3,1,5,1,1969.0,1,300,0,0,0,0,0,0,0,5,2006,128500
726,20,60.0,6960,4,6,1970,1970,0.0,375,239,250,864,864,0,0,864,0,0,1,0,3,1,5,0,1989.0,2,660,96,0,0,0,0,0,500,11,2009,120500
730,30,52.0,6240,4,5,1925,1950,0.0,152,0,628,780,848,0,360,1208,0,0,1,0,2,1,5,0,1962.0,2,539,0,23,112,0,0,0,0,1,2009,103000
743,20,65.0,8450,7,5,2000,2001,108.0,0,0,1349,1349,1349,0,0,1349,0,0,2,0,3,1,6,0,2000.0,2,539,120,55,0,0,0,0,0,12,2007,179000
748,70,65.0,11700,7,7,1880,2003,0.0,0,0,1240,1240,1320,1320,0,2640,0,0,1,1,4,1,8,1,1950.0,4,864,181,0,386,0,0,0,0,5,2009,265979
749,20,59.0,10593,7,5,1996,1996,338.0,919,0,801,1720,1720,0,0,1720,1,0,2,0,3,1,7,1,1996.0,2,527,240,56,154,0,0,0,0,3,2010,260400
750,50,50.0,8405,4,3,1945,1950,0.0,0,0,0,0,1088,441,0,1529,0,0,2,0,4,1,9,0,1945.0,1,240,92,0,185,0,0,0,0,4,2009,98000
752,60,,7750,7,5,2003,2003,0.0,0,0,660,660,660,660,0,1320,0,0,2,1,3,1,6,0,2003.0,2,400,0,48,0,0,0,0,0,8,2007,162000
764,60,82.0,9430,8,5,1999,1999,673.0,1163,0,89,1252,1268,1097,0,2365,1,0,2,1,3,1,8,1,1999.0,3,856,0,128,0,0,180,0,0,7,2009,337000
767,60,80.0,10421,7,5,1988,1988,42.0,394,0,586,980,980,734,0,1714,0,0,2,1,3,1,7,1,1988.0,2,496,228,66,156,0,0,0,500,3,2010,196500
770,60,47.0,53504,8,5,2003,2003,603.0,1416,0,234,1650,1690,1589,0,3279,1,0,3,1,4,1,12,1,2003.0,3,841,503,36,0,0,210,0,0,6,2010,538000
776,120,32.0,4500,6,5,1998,1998,320.0,866,0,338,1204,1204,0,0,1204,1,0,2,0,2,1,5,0,1998.0,2,412,0,247,0,0,0,0,0,6,2009,162000
777,20,86.0,11210,7,5,2005,2006,240.0,20,0,1594,1614,1614,0,0,1614,0,0,2,0,3,1,7,0,2005.0,3,865,144,59,0,0,0,0,0,7,2006,221500
780,90,78.0,10530,6,5,1977,1977,90.0,975,0,0,975,1004,0,0,1004,1,0,1,0,2,1,4,0,1977.0,2,504,0,0,0,0,0,0,0,5,2006,135000
792,80,,11333,6,5,1976,1976,0.0,539,0,490,1029,1062,0,0,1062,1,0,1,0,3,1,5,2,1976.0,2,539,120,0,0,0,0,0,0,5,2007,146800
795,60,,10832,7,5,1994,1996,0.0,0,0,712,712,1086,809,0,1895,0,0,2,1,3,1,7,1,1994.0,2,409,143,46,0,0,0,0,500,10,2008,194500
796,60,70.0,8400,6,6,1980,1981,130.0,0,0,650,650,888,676,0,1564,0,0,2,1,3,1,7,1,1980.0,2,476,0,50,0,0,204,0,0,4,2010,171000
